Accession,Uniprot,Full.Uniprot,Description,R1.X127_N.126,R2X127_N.126,R1.X127_C.126,R1.X128_N.126,R2X127_C.126,R2X128_N.126,R1.X128_C.126,R1.X129_N.126,R2X128_C.126,R2X129_N.126,R1.X129_C.126,R1.X130_N.126,R2X129_C.126,R2X130_N.126,R1.X130_C.126,R1.X131.126,R2X130_C.126,R2X131.126
125544336,P25765,sp|P25765|CHI12_ORYSJ,Chitinase 12 OS=Oryza sativa subsp. japonica OX=39947 GN=Cht12 PE=2 SV=2,0.778,0.978,0.97,0.968,1.016,1.207,2.616,1.942,2.621,1.841,1.298,1.083,1.248,1.623,0.807,1.028,1.029,1.082
125546535,Q7X9A7,tr|Q7X9A7|Q7X9A7_ORYSJ,60 kDa chaperonin alpha subunit OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g64210 PE=2 SV=1,0.987,1.028,1,0.972,0.963,1.039,1.187,1.151,1.186,1.307,0.985,0.964,0.976,1.14,0.985,0.993,0.948,1.091
125563873,Q69P84,tr|Q69P84|Q69P84_ORYSJ,Aldehyde dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1344_B01.27-1 PE=2 SV=1,0.98,0.958,0.967,0.989,0.982,1.083,2.101,2.116,2.003,1.748,1.218,1.03,1.206,1.359,0.925,0.942,0.957,0.98
125579319,A3CHA2,tr|A3CHA2|A3CHA2_ORYSJ,GRAM domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_36073 PE=4 SV=1,0.945,1.029,1.247,1.095,1.159,1.486,8.47,6.758,6.19,6.268,2.768,1.638,2.303,4.286,1.072,0.93,1.05,1.17
125583202,A3A9Z4,tr|A3A9Z4|A3A9Z4_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07873 PE=3 SV=1,1.114,1.058,1.292,1.267,1.38,1.35,3.41,3.026,3.736,2.99,1.224,1.227,1.215,2.283,1.084,1.043,1.088,1.331
125585951,A3AH26,tr|A3AH26|A3AH26_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_10518 PE=3 SV=1,0.886,0.878,1.357,1.13,1.37,1.631,2.626,2.011,2.718,1.964,1.375,1.13,1.398,1.528,1.202,1.052,1.26,0.956
125601197,A3BMI4,tr|A3BMI4|A3BMI4_ORYSJ,GOLD domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_25250 PE=3 SV=1,1.133,1.017,0.955,1.069,1.031,1.144,1.199,1.47,1.314,1.173,1.028,1.096,1.035,1.126,1.187,1.353,1.173,1.236
149390749,E0X6V8,tr|E0X6V8|E0X6V8_ORYSJ,Bowman-Bike type proteinase inhibitor A OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1,0.59,0.554,0.36,0.372,0.258,0.278,0.802,0.611,0.893,0.374,0.348,0.299,0.282,0.67,0.393,0.51,0.36,0.448
152013381,Q0D9C4,sp|Q0D9C4|CATA2_ORYSJ,Catalase isozyme B OS=Oryza sativa subsp. japonica OX=39947 GN=CATB PE=1 SV=1,1.159,1.047,1.002,0.972,1.098,1.054,1.455,1.399,1.235,1.264,1.02,1.087,0.948,1.111,0.953,1.173,0.979,1.004
209572803,Q0DV32,sp|Q0DV32|4CLL1_ORYSJ,4-coumarate--CoA ligase-like 1 OS=Oryza sativa subsp. japonica OX=39947 GN=4CLL1 PE=2 SV=2,0.844,0.933,0.802,0.879,0.906,0.937,1.058,0.981,1.102,1.2,0.81,0.861,0.868,0.894,0.955,0.809,0.956,0.784
218185030,B9G718,tr|B9G718|B9G718_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_32493 PE=4 SV=1,0.97,1.043,1.042,1.02,1.23,1.196,1.368,1.31,1.303,1.437,1.136,1.062,1.225,1.191,1.011,0.942,1.139,1.124
218185500,Q53JI9,sp|Q53JI9|SPSA5_ORYSJ,Probable sucrose-phosphate synthase 5 OS=Oryza sativa subsp. japonica OX=39947 GN=SPS5 PE=2 SV=1,1.105,1.023,1.048,0.973,0.962,1.229,1.365,1.34,1.265,1.367,1.152,1.259,1.152,1.134,1.039,1.082,0.967,0.957
218187570,Q0JQG3,tr|Q0JQG3|Q0JQG3_ORYSJ,Os01g0164400 protein (Fragment) OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0164400 PE=4 SV=1,1.055,1.14,1.146,1.084,0.872,1.178,1.179,1.196,1.565,1.36,1.083,0.974,0.994,0.914,1.309,1.156,1.183,1.124
218188577,B9EXV3,tr|B9EXV3|B9EXV3_ORYSJ,Btz domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_02456 PE=4 SV=1,0.94,1.057,0.873,0.894,0.758,1.237,0.976,1.226,1.118,1.127,0.8,0.783,0.803,0.737,1.164,1.007,1.174,1.019
218193395,Q10G56,sp|Q10G56|OAT_ORYSJ,"Ornithine aminotransferase, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=OAT PE=2 SV=1",0.9,0.966,0.941,0.889,0.928,1.138,1.944,1.787,2.464,1.988,1.221,0.994,1.461,1.735,0.918,0.781,0.909,0.878
218194135,C7IZL4,tr|C7IZL4|C7IZL4_ORYSJ,Os03g0854400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0854400 PE=4 SV=1,0.979,1.074,0.858,0.845,0.836,1.142,1.269,1.307,1.168,1.097,1.055,1.073,1.017,1.168,0.918,0.803,0.841,0.875
218194846,Q7XJY1,tr|Q7XJY1|Q7XJY1_ORYSJ,OSJNBb0088C09.10 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0423400 PE=4 SV=1,1.323,1.202,0.984,0.987,0.904,1.807,2.795,2.161,2.892,2.03,1.041,1.723,0.853,1.121,0.776,0.966,0.732,1.164
218196637,Q6L4M6,tr|Q6L4M6|Q6L4M6_ORYSJ,Putative cytochrome P450 OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_18230 PE=3 SV=1,1.07,0.764,1.096,1.322,1.468,1.37,1.59,1.43,1.079,0.967,1.188,0.947,1.076,0.801,0.863,0.958,0.778,0.81
218196890,B9FPW2,tr|B9FPW2|B9FPW2_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_18743 PE=3 SV=1,0.987,1.104,0.963,0.91,1.022,1.039,1.064,1.071,1.107,1.146,0.816,0.916,0.898,0.952,1.008,0.944,1.028,1.059
218197312,Q0DFR7,tr|Q0DFR7|Q0DFR7_ORYSJ,Os05g0574700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0574700 PE=2 SV=1,0.952,0.996,1.026,0.976,0.897,1.204,1.369,1.284,1.356,0.953,1.029,1.139,1.059,1.225,0.818,0.858,0.797,0.901
218197683,B9FRS2,tr|B9FRS2|B9FRS2_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_20295 PE=4 SV=1,1.011,0.922,1.184,1.123,1.025,1.088,1.244,1.232,1.199,1.114,1.252,1.175,1.132,1.272,1.089,1.191,1.127,1.094
218198265,Q656J2,tr|Q656J2|Q656J2_ORYSJ,Reticulon-like protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0503400 PE=2 SV=1,1.031,0.917,1.091,1.204,1.107,1.005,1.573,1.318,1.443,1.671,1.125,1.017,1.167,1.141,1.122,1.217,1.109,1.076
218199774,Q6YVU4,tr|Q6YVU4|Q6YVU4_ORYSJ,Os07g0539300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0696F12.36-1 PE=2 SV=1,1.142,1.048,1.103,1.192,1.111,1.198,1.706,1.354,1.611,1.583,1.19,1.192,1.195,1.573,1.41,1.171,1.295,1.242
218200228,B9FUS5,tr|B9FUS5|B9FUS5_ORYSJ,Xylose isomerase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_25511 PE=3 SV=1,1.071,1.01,1.003,0.99,0.988,0.977,1.374,1.405,1.307,1.466,1.033,1.096,1.032,1.262,1.013,1.101,0.999,1.052
218201421,Q0J4K2,tr|Q0J4K2|Q0J4K2_ORYSJ,Lipoxygenase OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0508800 PE=2 SV=1,0.841,0.712,0.455,0.507,0.527,0.595,0.707,0.845,0.782,0.584,0.673,0.832,0.77,0.62,0.692,0.582,0.752,0.727
218201554,Q6ZBH2,tr|Q6ZBH2|Q6ZBH2_ORYSJ,Os08g0545200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0545200 PE=2 SV=1,0.989,1.004,1.082,1.073,1.092,1.159,1.419,1.391,1.443,1.498,1.258,1.126,1.278,1.283,1.02,1.036,1.023,1.025
218202373,B9G4B3,tr|B9G4B3|B9G4B3_ORYSJ,Os09g0491772 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0491772 PE=3 SV=1,0.828,0.98,1.027,0.913,1.115,0.922,1.29,1.103,1.306,1.147,0.939,0.813,1.077,0.885,0.882,0.839,0.911,0.956
222615421,B9G947,tr|B9G947|B9G947_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_32765 PE=4 SV=1,0.906,0.962,0.991,0.967,0.921,1.035,1.135,1.221,1.167,1.117,1.084,1.003,0.977,0.987,1.033,0.95,1.041,1.055
222618823,B9EXZ2,tr|B9EXZ2|B9EXZ2_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_02529 PE=4 SV=1,0.91,0.973,0.967,1.096,0.924,1.275,1.481,1.324,1.572,1.351,1.007,0.92,1.112,0.968,0.929,0.955,1.113,0.885
222619828,B9EW27,tr|B9EW27|B9EW27_ORYSJ,Thioredox_DsbH domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_04681 PE=4 SV=1,0.91,0.979,0.975,0.908,1.035,1.086,1.181,1.197,1.169,1.157,0.917,0.977,1.006,1.098,0.888,0.916,0.958,1.013
222623797,B9F3L6,tr|B9F3L6|B9F3L6_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_08631 PE=4 SV=1,0.904,0.929,1.131,1.14,1.105,1.007,2.081,2.596,2.127,1.76,0.99,1.021,1.1,1.384,0.967,1.016,1.04,1.056
222623966,B9F4N0,tr|B9F4N0|B9F4N0_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_08971 PE=4 SV=1,0.953,0.843,0.935,0.854,0.95,0.83,1.091,0.97,1.078,0.885,0.955,0.917,0.945,0.819,0.824,0.778,0.792,0.875
222624261,B9FBJ1,tr|B9FBJ1|B9FBJ1_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_09557 PE=4 SV=1,0.976,1.052,1.155,0.99,1.262,1.702,10.778,12.832,7.22,8.161,1.976,1.305,2.468,5.213,1.033,1.133,1.183,1.332
222624517,B9F6M6,tr|B9F6M6|B9F6M6_ORYSJ,F-box domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_10030 PE=4 SV=1,0.972,1.036,1.09,1.021,1.079,1.215,1.309,1.247,1.207,1.391,1.112,1.088,1.184,1.146,1.055,1.054,1.034,1.024
222625833,B9F5T2,tr|B9F5T2|B9F5T2_ORYSJ,WD_REPEATS_REGION domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_12660 PE=4 SV=1,1.038,1.123,1.153,1.108,1.11,0.983,1.279,1.247,1.501,1.752,1.147,1.15,1.124,1.381,1.052,1.164,1.124,1.148
222628870,B9FF68,tr|B9FF68|B9FF68_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_14816 PE=4 SV=1,1.012,0.952,1.081,0.869,1.046,1.542,2.468,2.595,2.385,2.52,1.342,1.408,1.303,1.068,0.803,0.937,0.768,0.914
222629679,B9FCV6,tr|B9FCV6|B9FCV6_ORYSJ,D-3-phosphoglycerate dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_16432 PE=3 SV=1,1.035,1.043,1.078,1.019,1.041,1.066,1.447,1.359,1.447,1.215,1.192,1.041,1.169,1.283,1.077,0.995,1.119,1.027
222631026,B9FK56,tr|B9FK56|B9FK56_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_17967 PE=3 SV=1,0.999,0.986,0.958,0.917,0.941,1.038,1.078,1.12,1.132,1.056,1.03,1.032,1.042,1.048,0.865,0.948,0.87,0.896
222631124,B9FNW3,tr|B9FNW3|B9FNW3_ORYSJ,Protein kinase domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_18066 PE=4 SV=1,0.942,0.93,0.914,0.893,0.901,0.918,1.291,1.175,1.231,0.862,1.1,0.986,1.081,0.923,0.89,0.877,0.891,0.832
222632170,B9FKI4,tr|B9FKI4|B9FKI4_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_19139 PE=3 SV=1,1.058,1.02,0.951,0.97,0.95,1.236,1.266,1.193,1.191,1.329,1.111,1.094,1.02,0.989,1.135,1.062,1.052,1.083
222636166,B9FQQ6,tr|B9FQQ6|B9FQQ6_ORYSJ,26S proteasome non-ATPase regulatory subunit 2 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0699900 PE=3 SV=1,0.995,1.024,0.925,0.953,0.983,1.054,0.962,1.397,1.154,1.21,0.933,0.917,0.958,1.012,0.994,0.908,1.058,1.065
222637451,B9FU76,tr|B9FU76|B9FU76_ORYSJ,Str_synth domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_25115 PE=4 SV=1,1.035,1.186,1.347,1.047,1.027,1.323,2.15,1.694,1.456,1.516,1.291,1.387,1.067,1.291,1.08,0.978,0.964,0.983
222640508,B9G0S3,tr|B9G0S3|B9G0S3_ORYSJ,Aminopeptidase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_27210 PE=3 SV=1,0.999,0.952,1.021,1.043,0.957,1.046,1.287,1.263,1.198,1.171,1.05,1.062,1.035,1.086,1.03,1.02,1.005,0.98
222641385,B9G320,tr|B9G320|B9G320_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_28977 PE=3 SV=1,1.066,0.985,1.504,1.319,1.379,1.098,5.779,5.706,4.185,2.499,1.974,1.999,1.747,5.854,1.027,1.393,1.208,1.221
222641521,B9G3F6,tr|B9G3F6|B9G3F6_ORYSJ,GFA domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_29267 PE=4 SV=1,0.83,0.941,1.118,0.873,0.938,1.049,1.071,1.156,1.054,1.108,0.991,1.017,0.957,0.928,1.081,1.007,0.994,0.928
222641830,B9G4B4,tr|B9G4B4|B9G4B4_ORYSJ,Epimerase domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_29850 PE=4 SV=1,0.946,1.047,1.166,1.101,1.137,1.067,1.274,1.167,1.183,1.213,1.06,1.084,1.056,1.11,0.939,1.036,1.04,1.005
222641843,B9G4C7,tr|B9G4C7|B9G4C7_ORYSJ,NAC domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_29868 PE=4 SV=1,0.829,0.77,0.626,0.781,0.922,0.719,1.198,1.163,1.322,1.371,0.842,0.766,0.749,1.073,0.712,0.981,0.813,1.075
256032543,I3QD45,tr|I3QD45|I3QD45_ORYSJ,Glyceraldehyde-3-phosphate dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=GAPDH PE=2 SV=1,1.027,1.031,1.003,1.001,1.033,1.148,1.533,1.532,1.351,1.318,1.084,1.17,1.059,1.194,1.009,1.048,1.006,1.053
297596049,Q5ZCK5,sp|Q5ZCK5|CML16_ORYSJ,Probable calcium-binding protein CML16 OS=Oryza sativa subsp. japonica OX=39947 GN=CML16 PE=2 SV=1,1.001,0.924,0.715,0.644,0.877,0.889,1.003,1.563,0.998,1.35,0.58,0.8,0.743,0.769,0.771,0.737,0.928,1.224
297596074,Q5ZDH9,tr|Q5ZDH9|Q5ZDH9_ORYSJ,Os01g0139200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0139200 PE=4 SV=1,1.071,1.05,1.03,1.034,1.014,0.838,1.25,1.011,1.201,1.307,0.981,1,1.042,0.975,1.056,0.977,0.999,1.105
297601085,Q852G4,tr|Q852G4|Q852G4_ORYSJ,"EF hand family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g29770 PE=2 SV=1",1.041,1.117,1.154,1.066,1.093,0.989,1.136,1.951,1.147,1.648,1.067,1.099,1.097,1.243,1.145,1.012,1.008,0.983
297604125,Q5WMX0,tr|Q5WMX0|Q5WMX0_ORYSJ,DIP3 OS=Oryza sativa subsp. japonica OX=39947 GN=dip3 PE=2 SV=1,1.189,1.115,0.966,1.082,0.966,0.973,1.467,1.42,1.428,1.409,1.13,1.175,1.096,1.862,0.816,0.985,0.891,1.023
297605099,B7E4S0,tr|B7E4S0|B7E4S0_ORYSJ,Glabrous leaf protein OS=Oryza sativa subsp. japonica OX=39947 GN=GLL PE=2 SV=1,0.939,0.901,0.889,0.975,0.892,0.886,1.434,1.408,1.435,1.18,0.911,0.933,0.946,1.075,0.992,0.922,1.007,0.943
297722577,Q7Y0E0,tr|Q7Y0E0|Q7Y0E0_ORYSJ,Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0079B15.20 PE=4 SV=1,1.123,0.882,0.838,0.864,0.814,0.912,1.501,2.046,1.656,2.286,0.763,0.88,0.91,1.386,0.679,0.916,0.873,0.861
297727117,C7J745,tr|C7J745|C7J745_ORYSJ,Os09g0491852 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0491852 PE=4 SV=1,0.901,1.02,0.962,0.881,0.931,1.112,1.501,1.411,1.404,1.187,1.132,1.189,1.123,0.992,1.001,0.87,0.957,1.029
297728419,Q2R376,tr|Q2R376|Q2R376_ORYSJ,Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g32890 PE=2 SV=1,0.994,0.919,1.083,1.027,0.97,1,5.49,5.201,2.609,2.588,1.847,1.057,1.368,1.871,1.007,0.851,0.932,0.953
443427980,Q10QA5,sp|Q10QA5|D14_ORYSJ,Strigolactone esterase D14 OS=Oryza sativa subsp. japonica OX=39947 GN=D14 PE=1 SV=1,1.193,1.055,1.192,1.243,1.103,1.092,2.145,1.968,2.071,1.721,0.939,1.238,0.91,1.529,1.004,1.245,0.874,1.132
1009710,B7ERZ5,tr|B7ERZ5|B7ERZ5_ORYSJ,Pyruvate decarboxylase isozyme 2 OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1,1.063,1.041,1.146,1.077,1.082,0.913,0.954,1.04,0.885,0.779,1.173,1.199,1.145,1.023,1.119,1.023,1.045,0.993
2613143,Q75GI3,tr|Q75GI3|Q75GI3_ORYSJ,Tubulin alpha chain OS=Oryza sativa subsp. japonica OX=39947 GN=TubA PE=2 SV=1,1.169,1.018,1.244,1.334,1.205,0.85,0.675,0.676,0.651,0.686,1.012,0.982,0.979,1.168,1.199,1.206,1.143,0.888
6063537,Q9SNK8,tr|Q9SNK8|Q9SNK8_ORYSJ,Uncharacterized protein OJ1528D07.3 OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1528D07.3 PE=4 SV=1,1.051,1.018,0.954,0.985,0.993,1.027,0.614,0.584,0.73,0.749,0.833,1.043,0.897,0.873,0.862,1.081,0.904,1.048
10241428,Q7XMP7,tr|Q7XMP7|Q7XMP7_ORYSJ,OSJNBb0059K02.14 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0059K02.14 PE=4 SV=1,0.615,0.776,0.673,0.77,0.83,0.639,0.43,0.295,0.402,0.367,0.604,0.462,0.873,0.694,0.777,0.625,0.974,0.92
11466785,E9KIN9,tr|E9KIN9|E9KIN9_ORYSJ,"30S ribosomal protein S14, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=rps14 PE=3 SV=1",0.959,0.94,0.931,0.972,0.888,0.802,0.78,0.822,0.748,0.743,0.865,0.876,0.824,0.967,0.865,0.921,0.807,0.836
11466790,E9KIP3,tr|E9KIP3|E9KIP3_ORYSJ,"NAD(P)H-quinone oxidoreductase subunit J, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=ndhJ PE=3 SV=1",0.848,1.01,0.805,0.893,0.947,0.989,0.743,0.718,0.79,0.799,0.825,0.856,0.981,0.971,0.765,0.879,0.909,0.86
11466812,E9KIQ6,tr|E9KIQ6|E9KIQ6_ORYSJ,"30S ribosomal protein S18, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=rps18 PE=3 SV=1",1.092,1.034,0.914,0.964,0.889,0.749,0.793,0.712,0.75,0.467,0.77,0.773,0.766,0.877,0.773,0.937,0.821,0.91
11466844,E9KIS6,tr|E9KIS6|E9KIS6_ORYSJ,"NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=ndhF PE=3 SV=1",0.895,0.975,1.001,0.917,1.024,0.955,0.867,0.845,0.841,0.77,1.031,1.072,1.015,0.927,0.911,0.92,0.946,0.841
15042814,Q94GE8,tr|Q94GE8|Q94GE8_ORYSJ,Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1111_B11.12 PE=4 SV=1,0.733,0.932,0.977,1.025,0.958,0.987,0.762,0.886,0.864,0.791,0.796,0.78,0.858,0.747,0.971,0.854,0.871,0.867
18071348,Q8W315,tr|Q8W315|Q8W315_ORYSJ,"Dynamin-related protein 1C, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g50520 PE=2 SV=1",0.933,1.103,1.148,1.065,1.169,1.192,0.834,0.829,0.923,1.113,1.047,0.891,1.032,1.06,1.133,1.124,1.318,1.056
22093742,Q8LI58,tr|Q8LI58|Q8LI58_ORYSJ,Putative o-methyltransferase OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1634_H04.132 PE=3 SV=1,0.794,1.003,1.12,1.074,1.083,1.077,0.629,0.524,0.761,0.717,0.928,0.97,0.928,0.859,1.014,0.911,0.934,0.986
22748337,P14654,sp|P14654|GLN12_ORYSJ,Glutamine synthetase cytosolic isozyme 1-2 OS=Oryza sativa subsp. japonica OX=39947 GN=GLN1-2 PE=1 SV=1,0.959,1.022,0.926,0.855,0.977,0.777,0.786,0.753,0.741,0.656,1.084,1.054,1.097,0.79,0.94,0.848,0.974,0.956
23306131,Q8H879,tr|Q8H879|Q8H879_ORYSJ,"NADH-ubiquinone oxidoreductase B18 subunit family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1528D07.12 PE=2 SV=1",0.944,0.931,1.171,1.119,1.034,1.048,0.945,0.782,0.929,0.968,1.103,1.073,1.081,1.022,1.132,1.101,1.048,0.996
27368877,Q8GU64,tr|Q8GU64|Q8GU64_ORYSJ,MRP-like ABC transporter OS=Oryza sativa subsp. japonica OX=39947 GN=mrp8 PE=2 SV=1,0.931,1.151,0.928,0.894,0.912,1.02,0.842,0.877,0.798,0.715,0.86,0.887,0.962,0.763,0.95,0.858,0.977,0.955
29367513,Q5Z8V8,tr|Q5Z8V8|Q5Z8V8_ORYSJ,Os06g0704700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0704700 PE=2 SV=1,1.003,0.99,0.998,0.993,0.939,0.87,0.781,0.779,0.796,0.794,0.863,0.959,0.912,1.036,0.878,1.103,0.869,0.882
32483159,Q7XS38,tr|Q7XS38|Q7XS38_ORYSJ,OSJNBa0081G05.2 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0081G05.2 PE=4 SV=1,0.998,0.987,0.893,0.915,0.899,0.931,0.711,0.77,0.778,0.803,0.81,0.99,0.87,0.802,0.862,1.049,0.789,0.946
33146737,Q0D8H0,tr|Q0D8H0|Q0D8H0_ORYSJ,Os07g0160400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0160400 PE=4 SV=1,0.926,1.065,1.009,0.972,0.967,1.045,0.792,0.68,0.869,0.728,1.014,1.075,1.033,0.85,0.815,0.983,0.861,1.008
33146794,Q7XIE2,tr|Q7XIE2|Q7XIE2_ORYSJ,Os07g0164300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0039H02.103 PE=2 SV=1,1.043,0.988,1.117,1.185,0.993,0.886,0.925,0.919,0.762,0.819,1.15,1.013,0.97,0.878,1.26,1.151,1.111,1.067
41052915,Q6ZFJ3,sp|Q6ZFJ3|FENR2_ORYSJ,"Ferredoxin--NADP reductase, leaf isozyme 2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=LFNR2 PE=1 SV=1",0.961,0.979,0.992,0.988,0.982,0.987,0.744,0.76,0.73,0.805,0.973,1.036,0.992,0.847,0.907,1.021,0.893,0.901
42407940,Q6ZJ16,tr|Q6ZJ16|Q6ZJ16_ORYSJ,Os08g0557100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1150_A11.19-2 PE=2 SV=1,1.081,1.084,0.931,1.014,0.986,0.978,0.704,0.721,0.753,0.804,0.931,1.057,0.949,1.032,0.958,1.123,0.952,0.908
46805020,Q6ZH87,tr|Q6ZH87|Q6ZH87_ORYSJ,Phosphate transporter OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0593500 PE=3 SV=1,0.936,1.018,0.944,0.89,1.042,0.934,0.788,0.854,0.859,0.578,0.931,0.998,1.035,0.953,0.9,0.738,0.933,0.933
49387983,Q6H5W0,tr|Q6H5W0|Q6H5W0_ORYSJ,Putative alcohol dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1581_H09.28-2 PE=2 SV=1,1.006,1.01,1.078,1.061,1.074,0.998,0.898,0.88,0.836,0.959,0.965,1.023,0.976,0.957,1.057,1.048,1.21,1.011
49457926,B9F6E8,tr|B9F6E8|B9F6E8_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_12907 PE=4 SV=1,0.997,1.02,0.983,1.006,0.976,1.001,0.815,0.829,0.814,0.813,0.987,0.962,0.988,0.903,0.931,1.034,0.887,0.925
55701101,Q5U1H6,tr|Q5U1H6|Q5U1H6_ORYSJ,Peroxidase OS=Oryza sativa subsp. japonica OX=39947 GN=prx117 PE=3 SV=1,0.958,1.047,0.455,0.659,0.546,1.019,0.301,0.273,0.358,0.372,1.052,0.915,1.087,1.361,0.861,1.216,0.89,1.174
55733898,Q0DGD7,sp|Q0DGD7|BGAL8_ORYSJ,Beta-galactosidase 8 OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0539400 PE=2 SV=1,1.157,1.126,1.058,1.085,1.135,1.152,0.922,0.922,1.007,0.884,1.051,1.012,1.009,1.105,1.139,1.141,1.133,1.045
56785354,B7EF01,tr|B7EF01|B7EF01_ORYSJ,"cDNA clone:001-017-C03, full insert sequence OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",1.031,1.087,1.026,1.051,1.115,1.081,0.705,0.672,0.746,0.679,0.953,0.868,0.995,0.941,1.257,1.03,1.255,1.13
57863801,Q75L87,tr|Q75L87|Q75L87_ORYSJ,Os05g0122800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0122800 PE=3 SV=2,0.961,1.034,0.828,0.879,0.943,0.791,0.745,0.708,0.678,0.561,0.68,0.735,0.767,0.848,0.936,0.682,1.08,1.083
